RegionID,Stock_Market,Mortgage_Rate,Monthly_Supply_Of_Homes,Median_Price_Range
394471,2461.189941,5.06,6.2,125k - 150k
394645,2461.189941,5.06,6.2,175k - 200k
394813,2461.189941,5.06,6.2,125k - 150k
394346,2461.189941,5.06,6.2,150k - 175k
394623,2461.189941,5.06,6.2,100k - 125k
395246,2461.189941,5.06,6.2,150k - 175k
395009,2461.189941,5.06,6.2,100k - 125k
395007,2461.189941,5.06,6.2,100k - 125k
395094,2461.189941,5.06,6.2,75k - 100k
394546,2461.189941,5.06,6.2,125k - 150k
395166,2461.189941,5.06,6.2,300k - 350k
395153,2461.189941,5.06,6.2,175k - 200k
394586,2461.189941,5.06,6.2,125k - 150k
394309,2461.189941,5.06,6.2,100k - 125k
394742,2461.189941,5.06,6.2,150k - 175k
395091,2461.189941,5.06,6.2,75k - 100k
395230,2461.189941,5.06,6.2,75k - 100k
753899,2257.040039,4.78,9.3,400k - 450
394463,2257.040039,4.78,9.3,200k - 225k
394514,2257.040039,4.78,9.3,150k - 175k
394974,2257.040039,4.78,9.3,200k - 225k
394692,2257.040039,4.78,9.3,150k - 175k
395209,2257.040039,4.78,9.3,300k - 350k
394856,2257.040039,4.78,9.3,150k - 175k
394347,2257.040039,4.78,9.3,150k - 175k
394404,2257.040039,4.78,9.3,300k - 350k
395057,2257.040039,4.78,9.3,400k - 450
394532,2257.040039,4.78,9.3,100k - 125k
395025,2257.040039,4.78,9.3,200k - 225k
394976,2257.040039,4.78,9.3,125k - 150k
395078,2257.040039,4.78,9.3,300k - 350k
394865,2257.040039,4.78,9.3,175k - 200k
395056,2257.040039,4.78,9.3,350k - 400k
395121,2257.040039,4.78,9.3,125k - 150k
395148,2257.040039,4.78,9.3,125k - 150k
394358,2257.040039,4.78,9.3,225k - 250k
394530,2257.040039,4.78,9.3,225k - 250k
394982,2257.040039,4.78,9.3,125k - 150k
394998,2257.040039,4.78,9.3,225k - 250k
394458,2257.040039,4.78,9.3,150k - 175k
395045,2257.040039,4.78,9.3,225k - 250k
395055,2257.040039,4.78,9.3,125k - 150k
394943,2257.040039,4.78,9.3,125k - 150k
394466,2257.040039,4.78,9.3,125k - 150k
394475,2257.040039,4.78,9.3,100k - 125k
394735,2257.040039,4.78,9.3,150k - 175k
394775,2257.040039,4.78,9.3,125k - 150k
394492,2257.040039,4.78,9.3,150k - 175k
394705,2257.040039,4.78,9.3,125k - 150k
395059,2257.040039,4.78,9.3,550k - 600k
394355,2257.040039,4.78,9.3,175k - 200k
395194,2257.040039,4.78,9.3,200k - 225k
394902,2257.040039,4.78,9.3,150k - 175k
395005,2257.040039,4.78,9.3,200k - 225k
394862,2257.040039,4.78,9.3,150k - 175k
394714,2257.040039,4.78,9.3,150k - 175k
394849,2257.040039,4.78,9.3,125k - 150k
394935,2257.040039,4.78,9.3,125k - 150k
394807,2257.040039,4.78,9.3,125k - 150k
394669,2257.040039,4.78,9.3,200k - 225k
395022,2257.040039,4.78,9.3,200k - 225k
394910,2257.040039,4.78,9.3,150k - 175k
394425,2257.040039,4.78,9.3,100k - 125k
395012,2257.040039,4.78,9.3,175k - 200k
394388,2257.040039,4.78,9.3,150k - 175k
395053,2257.040039,4.78,9.3,175k - 200k
395031,2257.040039,4.78,9.3,125k - 150k
394640,2257.040039,4.78,9.3,100k - 125k
395167,2257.040039,4.78,9.3,150k - 175k
753924,2257.040039,4.78,9.3,400k - 450
395169,2257.040039,4.78,9.3,100k - 125k
394619,2257.040039,4.78,9.3,175k - 200k
395238,2257.040039,4.78,9.3,225k - 250k
394415,2257.040039,4.78,9.3,400k - 450
394312,2257.040039,4.78,9.3,175k - 200k
394308,2257.040039,4.78,9.3,150k - 175k
394938,2257.040039,4.78,9.3,125k - 150k
394908,2257.040039,4.78,9.3,200k - 225k
394357,2257.040039,4.78,9.3,150k - 175k
394753,2257.040039,4.78,9.3,125k - 150k
394653,2257.040039,4.78,9.3,125k - 150k
394952,2257.040039,4.78,9.3,350k - 400k
394318,2257.040039,4.78,9.3,150k - 175k
394561,2257.040039,4.78,9.3,125k - 150k
394367,2257.040039,4.78,9.3,150k - 175k
394521,2257.040039,4.78,9.3,100k - 125k
394486,2257.040039,4.78,9.3,125k - 150k
394648,2257.040039,4.78,9.3,125k - 150k
394304,2257.040039,4.78,9.3,100k - 125k
753906,2257.040039,4.78,9.3,150k - 175k
394798,2257.040039,4.78,9.3,150k - 175k
395134,2257.040039,4.78,9.3,175k - 200k
394457,2257.040039,4.78,9.3,175k - 200k
395143,2257.040039,4.78,9.3,100k - 125k
394484,2257.040039,4.78,9.3,175k - 200k
395235,2257.040039,4.78,9.3,125k - 150k
395224,2257.040039,4.78,9.3,125k - 150k
395115,2257.040039,4.78,9.3,175k - 200k
394440,2257.040039,4.78,9.3,125k - 150k
394399,2257.040039,4.78,9.3,125k - 150k
395160,2257.040039,4.78,9.3,100k - 125k
394816,2257.040039,4.78,9.3,175k - 200k
394766,2257.040039,4.78,9.3,100k - 125k
394931,2257.040039,4.78,9.3,150k - 175k
394528,2257.040039,4.78,9.3,125k - 150k
394531,2257.040039,4.78,9.3,125k - 150k
394711,2257.040039,4.78,9.3,125k - 150k
394352,2257.040039,4.78,9.3,125k - 150k
394666,2257.040039,4.78,9.3,150k - 175k
395006,2257.040039,4.78,9.3,175k - 200k
394549,2257.040039,4.78,9.3,175k - 200k
394995,2257.040039,4.78,9.3,100k - 125k
395183,2257.040039,4.78,9.3,225k - 250k
394746,2257.040039,4.78,9.3,125k - 150k
395048,2257.040039,4.78,9.3,175k - 200k
394927,2257.040039,4.78,9.3,100k - 125k
394602,2257.040039,4.78,9.3,200k - 225k
394405,2257.040039,4.78,9.3,275k - 300k
394471,2257.040039,4.78,9.3,125k - 150k
394645,2257.040039,4.78,9.3,175k - 200k
394813,2257.040039,4.78,9.3,100k - 125k
394346,2257.040039,4.78,9.3,125k - 150k
394623,2257.040039,4.78,9.3,150k - 175k
395246,2257.040039,4.78,9.3,150k - 175k
395009,2257.040039,4.78,9.3,125k - 150k
395007,2257.040039,4.78,9.3,100k - 125k
395094,2257.040039,4.78,9.3,100k - 125k
394546,2257.040039,4.78,9.3,125k - 150k
395166,2257.040039,4.78,9.3,300k - 350k
395153,2257.040039,4.78,9.3,175k - 200k
394586,2257.040039,4.78,9.3,125k - 150k
394309,2257.040039,4.78,9.3,125k - 150k
394742,2257.040039,4.78,9.3,150k - 175k
395091,2257.040039,4.78,9.3,75k - 100k
395230,2257.040039,4.78,9.3,75k - 100k
753899,2109.23999,4.69,8.3,350k - 400k
394463,2109.23999,4.69,8.3,200k - 225k
394514,2109.23999,4.69,8.3,150k - 175k
394974,2109.23999,4.69,8.3,200k - 225k
394692,2109.23999,4.69,8.3,150k - 175k
395209,2109.23999,4.69,8.3,300k - 350k
394856,2109.23999,4.69,8.3,150k - 175k
394347,2109.23999,4.69,8.3,150k - 175k
394404,2109.23999,4.69,8.3,350k - 400k
395057,2109.23999,4.69,8.3,450k - 500k
394532,2109.23999,4.69,8.3,100k - 125k
395025,2109.23999,4.69,8.3,200k - 225k
394976,2109.23999,4.69,8.3,125k - 150k
395078,2109.23999,4.69,8.3,275k - 300k
394865,2109.23999,4.69,8.3,175k - 200k
395056,2109.23999,4.69,8.3,350k - 400k
395121,2109.23999,4.69,8.3,150k - 175k
395148,2109.23999,4.69,8.3,125k - 150k
394358,2109.23999,4.69,8.3,250k - 275k
394530,2109.23999,4.69,8.3,225k - 250k
394982,2109.23999,4.69,8.3,125k - 150k
394998,2109.23999,4.69,8.3,225k - 250k
394458,2109.23999,4.69,8.3,150k - 175k
395045,2109.23999,4.69,8.3,225k - 250k
395055,2109.23999,4.69,8.3,150k - 175k
394943,2109.23999,4.69,8.3,125k - 150k
394466,2109.23999,4.69,8.3,125k - 150k
394475,2109.23999,4.69,8.3,125k - 150k
394735,2109.23999,4.69,8.3,150k - 175k
394775,2109.23999,4.69,8.3,125k - 150k
394492,2109.23999,4.69,8.3,150k - 175k
394705,2109.23999,4.69,8.3,125k - 150k
395059,2109.23999,4.69,8.3,500k - 550k
394355,2109.23999,4.69,8.3,175k - 200k
395194,2109.23999,4.69,8.3,225k - 250k
394902,2109.23999,4.69,8.3,150k - 175k
395005,2109.23999,4.69,8.3,200k - 225k
394862,2109.23999,4.69,8.3,150k - 175k
394714,2109.23999,4.69,8.3,150k - 175k
394849,2109.23999,4.69,8.3,125k - 150k
394935,2109.23999,4.69,8.3,125k - 150k
394807,2109.23999,4.69,8.3,125k - 150k
394669,2109.23999,4.69,8.3,225k - 250k
395022,2109.23999,4.69,8.3,200k - 225k
394910,2109.23999,4.69,8.3,150k - 175k
394425,2109.23999,4.69,8.3,100k - 125k
395012,2109.23999,4.69,8.3,200k - 225k
394388,2109.23999,4.69,8.3,150k - 175k
395053,2109.23999,4.69,8.3,200k - 225k
395031,2109.23999,4.69,8.3,100k - 125k
394640,2109.23999,4.69,8.3,100k - 125k
395167,2109.23999,4.69,8.3,150k - 175k
753924,2109.23999,4.69,8.3,400k - 450
395169,2109.23999,4.69,8.3,125k - 150k
394619,2109.23999,4.69,8.3,175k - 200k
395238,2109.23999,4.69,8.3,225k - 250k
394415,2109.23999,4.69,8.3,400k - 450
394312,2109.23999,4.69,8.3,150k - 175k
394308,2109.23999,4.69,8.3,175k - 200k
394938,2109.23999,4.69,8.3,125k - 150k
394908,2109.23999,4.69,8.3,225k - 250k
394357,2109.23999,4.69,8.3,150k - 175k
394753,2109.23999,4.69,8.3,125k - 150k
394653,2109.23999,4.69,8.3,125k - 150k
394952,2109.23999,4.69,8.3,350k - 400k
394318,2109.23999,4.69,8.3,175k - 200k
394561,2109.23999,4.69,8.3,125k - 150k
394367,2109.23999,4.69,8.3,150k - 175k
394521,2109.23999,4.69,8.3,100k - 125k
394486,2109.23999,4.69,8.3,125k - 150k
394648,2109.23999,4.69,8.3,125k - 150k
394304,2109.23999,4.69,8.3,125k - 150k
753906,2109.23999,4.69,8.3,150k - 175k
394798,2109.23999,4.69,8.3,150k - 175k
395134,2109.23999,4.69,8.3,175k - 200k
394457,2109.23999,4.69,8.3,175k - 200k
395143,2109.23999,4.69,8.3,100k - 125k
394484,2109.23999,4.69,8.3,200k - 225k
395235,2109.23999,4.69,8.3,125k - 150k
395224,2109.23999,4.69,8.3,125k - 150k
395115,2109.23999,4.69,8.3,175k - 200k
394440,2109.23999,4.69,8.3,125k - 150k
394399,2109.23999,4.69,8.3,125k - 150k
395160,2109.23999,4.69,8.3,100k - 125k
394816,2109.23999,4.69,8.3,175k - 200k
394766,2109.23999,4.69,8.3,100k - 125k
394931,2109.23999,4.69,8.3,175k - 200k
394528,2109.23999,4.69,8.3,125k - 150k
394531,2109.23999,4.69,8.3,150k - 175k
394711,2109.23999,4.69,8.3,150k - 175k
394352,2109.23999,4.69,8.3,125k - 150k
394666,2109.23999,4.69,8.3,150k - 175k
395006,2109.23999,4.69,8.3,175k - 200k
394549,2109.23999,4.69,8.3,175k - 200k
394995,2109.23999,4.69,8.3,100k - 125k
395183,2109.23999,4.69,8.3,225k - 250k
394746,2109.23999,4.69,8.3,125k - 150k
395048,2109.23999,4.69,8.3,175k - 200k
394927,2109.23999,4.69,8.3,100k - 125k
394602,2109.23999,4.69,8.3,200k - 225k
394405,2109.23999,4.69,8.3,300k - 350k
394471,2109.23999,4.69,8.3,125k - 150k
394645,2109.23999,4.69,8.3,175k - 200k
394813,2109.23999,4.69,8.3,100k - 125k
394346,2109.23999,4.69,8.3,150k - 175k
394623,2109.23999,4.69,8.3,125k - 150k
395246,2109.23999,4.69,8.3,150k - 175k
395009,2109.23999,4.69,8.3,100k - 125k
395007,2109.23999,4.69,8.3,125k - 150k
395094,2109.23999,4.69,8.3,100k - 125k
394546,2109.23999,4.69,8.3,150k - 175k
395166,2109.23999,4.69,8.3,275k - 300k
395153,2109.23999,4.69,8.3,200k - 225k
394586,2109.23999,4.69,8.3,150k - 175k
394309,2109.23999,4.69,8.3,125k - 150k
394742,2109.23999,4.69,8.3,150k - 175k
395091,2109.23999,4.69,8.3,75k - 100k
395230,2109.23999,4.69,8.3,75k - 100k
753899,2254.699951,4.54,8.9,400k - 450
394463,2254.699951,4.54,8.9,200k - 225k
394514,2254.699951,4.54,8.9,150k - 175k
394974,2254.699951,4.54,8.9,225k - 250k
394692,2254.699951,4.54,8.9,150k - 175k
395209,2254.699951,4.54,8.9,300k - 350k
394856,2254.699951,4.54,8.9,150k - 175k
394347,2254.699951,4.54,8.9,150k - 175k
394404,2254.699951,4.54,8.9,350k - 400k
395057,2254.699951,4.54,8.9,450k - 500k
394532,2254.699951,4.54,8.9,100k - 125k
395025,2254.699951,4.54,8.9,200k - 225k
394976,2254.699951,4.54,8.9,125k - 150k
395078,2254.699951,4.54,8.9,300k - 350k
394865,2254.699951,4.54,8.9,200k - 225k
395056,2254.699951,4.54,8.9,350k - 400k
395121,2254.699951,4.54,8.9,150k - 175k
395148,2254.699951,4.54,8.9,125k - 150k
394358,2254.699951,4.54,8.9,225k - 250k
394530,2254.699951,4.54,8.9,250k - 275k
394982,2254.699951,4.54,8.9,125k - 150k
394998,2254.699951,4.54,8.9,225k - 250k
394458,2254.699951,4.54,8.9,150k - 175k
395045,2254.699951,4.54,8.9,225k - 250k
395055,2254.699951,4.54,8.9,150k - 175k
394943,2254.699951,4.54,8.9,125k - 150k
394466,2254.699951,4.54,8.9,125k - 150k
394475,2254.699951,4.54,8.9,125k - 150k
394735,2254.699951,4.54,8.9,150k - 175k
394775,2254.699951,4.54,8.9,125k - 150k
394492,2254.699951,4.54,8.9,150k - 175k
394705,2254.699951,4.54,8.9,125k - 150k
395059,2254.699951,4.54,8.9,550k - 600k
394355,2254.699951,4.54,8.9,200k - 225k
395194,2254.699951,4.54,8.9,225k - 250k
394902,2254.699951,4.54,8.9,150k - 175k
395005,2254.699951,4.54,8.9,225k - 250k
394862,2254.699951,4.54,8.9,175k - 200k
394714,2254.699951,4.54,8.9,150k - 175k
394849,2254.699951,4.54,8.9,125k - 150k
394935,2254.699951,4.54,8.9,125k - 150k
394807,2254.699951,4.54,8.9,125k - 150k
394669,2254.699951,4.54,8.9,225k - 250k
395022,2254.699951,4.54,8.9,200k - 225k
394910,2254.699951,4.54,8.9,150k - 175k
394425,2254.699951,4.54,8.9,125k - 150k
395012,2254.699951,4.54,8.9,200k - 225k
394388,2254.699951,4.54,8.9,150k - 175k
395053,2254.699951,4.54,8.9,200k - 225k
395031,2254.699951,4.54,8.9,125k - 150k
394640,2254.699951,4.54,8.9,100k - 125k
395167,2254.699951,4.54,8.9,150k - 175k
753924,2254.699951,4.54,8.9,450k - 500k
395169,2254.699951,4.54,8.9,125k - 150k
394619,2254.699951,4.54,8.9,150k - 175k
395238,2254.699951,4.54,8.9,200k - 225k
394415,2254.699951,4.54,8.9,450k - 500k
394312,2254.699951,4.54,8.9,175k - 200k
394308,2254.699951,4.54,8.9,175k - 200k
394938,2254.699951,4.54,8.9,125k - 150k
394908,2254.699951,4.54,8.9,225k - 250k
394357,2254.699951,4.54,8.9,125k - 150k
394753,2254.699951,4.54,8.9,125k - 150k
394653,2254.699951,4.54,8.9,125k - 150k
394952,2254.699951,4.54,8.9,350k - 400k
394318,2254.699951,4.54,8.9,200k - 225k
394561,2254.699951,4.54,8.9,125k - 150k
394367,2254.699951,4.54,8.9,150k - 175k
394521,2254.699951,4.54,8.9,125k - 150k
394843,2254.699951,4.54,8.9,100k - 125k
394486,2254.699951,4.54,8.9,125k - 150k
394648,2254.699951,4.54,8.9,125k - 150k
394304,2254.699951,4.54,8.9,100k - 125k
753906,2254.699951,4.54,8.9,150k - 175k
394798,2254.699951,4.54,8.9,150k - 175k
395134,2254.699951,4.54,8.9,175k - 200k
394457,2254.699951,4.54,8.9,175k - 200k
395143,2254.699951,4.54,8.9,100k - 125k
394484,2254.699951,4.54,8.9,200k - 225k
395235,2254.699951,4.54,8.9,125k - 150k
395224,2254.699951,4.54,8.9,100k - 125k
395115,2254.699951,4.54,8.9,200k - 225k
394440,2254.699951,4.54,8.9,100k - 125k
394399,2254.699951,4.54,8.9,125k - 150k
395160,2254.699951,4.54,8.9,75k - 100k
394816,2254.699951,4.54,8.9,200k - 225k
394766,2254.699951,4.54,8.9,100k - 125k
394931,2254.699951,4.54,8.9,175k - 200k
394528,2254.699951,4.54,8.9,125k - 150k
394531,2254.699951,4.54,8.9,125k - 150k
394711,2254.699951,4.54,8.9,125k - 150k
394352,2254.699951,4.54,8.9,125k - 150k
394666,2254.699951,4.54,8.9,150k - 175k
395006,2254.699951,4.54,8.9,200k - 225k
394549,2254.699951,4.54,8.9,200k - 225k
394995,2254.699951,4.54,8.9,100k - 125k
395183,2254.699951,4.54,8.9,200k - 225k
394746,2254.699951,4.54,8.9,125k - 150k
395048,2254.699951,4.54,8.9,175k - 200k
394927,2254.699951,4.54,8.9,100k - 125k
394602,2254.699951,4.54,8.9,200k - 225k
394405,2254.699951,4.54,8.9,300k - 350k
394471,2254.699951,4.54,8.9,125k - 150k
394645,2254.699951,4.54,8.9,175k - 200k
394813,2254.699951,4.54,8.9,100k - 125k
394346,2254.699951,4.54,8.9,125k - 150k
394623,2254.699951,4.54,8.9,100k - 125k
395246,2254.699951,4.54,8.9,150k - 175k
395009,2254.699951,4.54,8.9,100k - 125k
395007,2254.699951,4.54,8.9,125k - 150k
395094,2254.699951,4.54,8.9,75k - 100k
394546,2254.699951,4.54,8.9,175k - 200k
395166,2254.699951,4.54,8.9,300k - 350k
395153,2254.699951,4.54,8.9,200k - 225k
394586,2254.699951,4.54,8.9,150k - 175k
394309,2254.699951,4.54,8.9,75k - 100k
394742,2254.699951,4.54,8.9,150k - 175k
395091,2254.699951,4.54,8.9,<75k
395230,2254.699951,4.54,8.9,75k - 100k
753899,2114.030029,4.36,8.8,350k - 400k
394463,2114.030029,4.36,8.8,200k - 225k
394514,2114.030029,4.36,8.8,150k - 175k
394974,2114.030029,4.36,8.8,225k - 250k
394692,2114.030029,4.36,8.8,150k - 175k
395209,2114.030029,4.36,8.8,300k - 350k
394856,2114.030029,4.36,8.8,150k - 175k
394347,2114.030029,4.36,8.8,125k - 150k
394404,2114.030029,4.36,8.8,350k - 400k
395057,2114.030029,4.36,8.8,400k - 450
394532,2114.030029,4.36,8.8,100k - 125k
395025,2114.030029,4.36,8.8,200k - 225k
394976,2114.030029,4.36,8.8,125k - 150k
395078,2114.030029,4.36,8.8,300k - 350k
394865,2114.030029,4.36,8.8,175k - 200k
395056,2114.030029,4.36,8.8,350k - 400k
395121,2114.030029,4.36,8.8,150k - 175k
395148,2114.030029,4.36,8.8,125k - 150k
394358,2114.030029,4.36,8.8,250k - 275k
394530,2114.030029,4.36,8.8,250k - 275k
394982,2114.030029,4.36,8.8,125k - 150k
394998,2114.030029,4.36,8.8,250k - 275k
394458,2114.030029,4.36,8.8,150k - 175k
395045,2114.030029,4.36,8.8,200k - 225k
395055,2114.030029,4.36,8.8,150k - 175k
394943,2114.030029,4.36,8.8,125k - 150k
394466,2114.030029,4.36,8.8,150k - 175k
394475,2114.030029,4.36,8.8,125k - 150k
394735,2114.030029,4.36,8.8,150k - 175k
394775,2114.030029,4.36,8.8,125k - 150k
394492,2114.030029,4.36,8.8,150k - 175k
394705,2114.030029,4.36,8.8,125k - 150k
395059,2114.030029,4.36,8.8,500k - 550k
394355,2114.030029,4.36,8.8,175k - 200k
395194,2114.030029,4.36,8.8,225k - 250k
394902,2114.030029,4.36,8.8,150k - 175k
395005,2114.030029,4.36,8.8,225k - 250k
394862,2114.030029,4.36,8.8,175k - 200k
394714,2114.030029,4.36,8.8,150k - 175k
394849,2114.030029,4.36,8.8,150k - 175k
394935,2114.030029,4.36,8.8,125k - 150k
394807,2114.030029,4.36,8.8,125k - 150k
394669,2114.030029,4.36,8.8,225k - 250k
395022,2114.030029,4.36,8.8,200k - 225k
394910,2114.030029,4.36,8.8,150k - 175k
394425,2114.030029,4.36,8.8,125k - 150k
395012,2114.030029,4.36,8.8,175k - 200k
394388,2114.030029,4.36,8.8,150k - 175k
395053,2114.030029,4.36,8.8,200k - 225k
395031,2114.030029,4.36,8.8,125k - 150k
394640,2114.030029,4.36,8.8,100k - 125k
395167,2114.030029,4.36,8.8,150k - 175k
753924,2114.030029,4.36,8.8,450k - 500k
395169,2114.030029,4.36,8.8,125k - 150k
394619,2114.030029,4.36,8.8,175k - 200k
395238,2114.030029,4.36,8.8,225k - 250k
394415,2114.030029,4.36,8.8,450k - 500k
394312,2114.030029,4.36,8.8,175k - 200k
394308,2114.030029,4.36,8.8,175k - 200k
394938,2114.030029,4.36,8.8,125k - 150k
394908,2114.030029,4.36,8.8,225k - 250k
394357,2114.030029,4.36,8.8,125k - 150k
394753,2114.030029,4.36,8.8,125k - 150k
394653,2114.030029,4.36,8.8,125k - 150k
394952,2114.030029,4.36,8.8,350k - 400k
394318,2114.030029,4.36,8.8,175k - 200k
394561,2114.030029,4.36,8.8,125k - 150k
394367,2114.030029,4.36,8.8,150k - 175k
394521,2114.030029,4.36,8.8,125k - 150k
394843,2114.030029,4.36,8.8,100k - 125k
394486,2114.030029,4.36,8.8,125k - 150k
394648,2114.030029,4.36,8.8,125k - 150k
394304,2114.030029,4.36,8.8,125k - 150k
753906,2114.030029,4.36,8.8,150k - 175k
394798,2114.030029,4.36,8.8,150k - 175k
395134,2114.030029,4.36,8.8,175k - 200k
394457,2114.030029,4.36,8.8,200k - 225k
395143,2114.030029,4.36,8.8,125k - 150k
394484,2114.030029,4.36,8.8,200k - 225k
395235,2114.030029,4.36,8.8,125k - 150k
395224,2114.030029,4.36,8.8,125k - 150k
395115,2114.030029,4.36,8.8,175k - 200k
394440,2114.030029,4.36,8.8,100k - 125k
394399,2114.030029,4.36,8.8,125k - 150k
395160,2114.030029,4.36,8.8,100k - 125k
394816,2114.030029,4.36,8.8,200k - 225k
394766,2114.030029,4.36,8.8,100k - 125k
394931,2114.030029,4.36,8.8,175k - 200k
394528,2114.030029,4.36,8.8,125k - 150k
394531,2114.030029,4.36,8.8,150k - 175k
394711,2114.030029,4.36,8.8,125k - 150k
394352,2114.030029,4.36,8.8,125k - 150k
394666,2114.030029,4.36,8.8,150k - 175k
395006,2114.030029,4.36,8.8,175k - 200k
394549,2114.030029,4.36,8.8,200k - 225k
394995,2114.030029,4.36,8.8,100k - 125k
395183,2114.030029,4.36,8.8,225k - 250k
394746,2114.030029,4.36,8.8,100k - 125k
395048,2114.030029,4.36,8.8,175k - 200k
394927,2114.030029,4.36,8.8,75k - 100k
394602,2114.030029,4.36,8.8,200k - 225k
394405,2114.030029,4.36,8.8,300k - 350k
394471,2114.030029,4.36,8.8,125k - 150k
394645,2114.030029,4.36,8.8,175k - 200k
394813,2114.030029,4.36,8.8,125k - 150k
394346,2114.030029,4.36,8.8,125k - 150k
394623,2114.030029,4.36,8.8,150k - 175k
395246,2114.030029,4.36,8.8,150k - 175k
395009,2114.030029,4.36,8.8,100k - 125k
395007,2114.030029,4.36,8.8,125k - 150k
395094,2114.030029,4.36,8.8,75k - 100k
394546,2114.030029,4.36,8.8,175k - 200k
395166,2114.030029,4.36,8.8,300k - 350k
395153,2114.030029,4.36,8.8,200k - 225k
394586,2114.030029,4.36,8.8,125k - 150k
394309,2114.030029,4.36,8.8,100k - 125k
394742,2114.030029,4.36,8.8,175k - 200k
395091,2114.030029,4.36,8.8,75k - 100k
395230,2114.030029,4.36,8.8,75k - 100k
753899,2368.6201170000004,4.32,7.6,400k - 450
394463,2368.6201170000004,4.32,7.6,175k - 200k
394514,2368.6201170000004,4.32,7.6,150k - 175k
394974,2368.6201170000004,4.32,7.6,225k - 250k
394692,2368.6201170000004,4.32,7.6,150k - 175k
395209,2368.6201170000004,4.32,7.6,300k - 350k
394856,2368.6201170000004,4.32,7.6,150k - 175k
394347,2368.6201170000004,4.32,7.6,125k - 150k
394404,2368.6201170000004,4.32,7.6,300k - 350k
395057,2368.6201170000004,4.32,7.6,400k - 450
394532,2368.6201170000004,4.32,7.6,100k - 125k
395025,2368.6201170000004,4.32,7.6,200k - 225k
394976,2368.6201170000004,4.32,7.6,125k - 150k
395078,2368.6201170000004,4.32,7.6,300k - 350k
394865,2368.6201170000004,4.32,7.6,175k - 200k
395056,2368.6201170000004,4.32,7.6,350k - 400k
395121,2368.6201170000004,4.32,7.6,125k - 150k
395148,2368.6201170000004,4.32,7.6,125k - 150k
394358,2368.6201170000004,4.32,7.6,250k - 275k
394530,2368.6201170000004,4.32,7.6,225k - 250k
394982,2368.6201170000004,4.32,7.6,125k - 150k
394998,2368.6201170000004,4.32,7.6,225k - 250k
394458,2368.6201170000004,4.32,7.6,150k - 175k
395045,2368.6201170000004,4.32,7.6,225k - 250k
395055,2368.6201170000004,4.32,7.6,150k - 175k
394943,2368.6201170000004,4.32,7.6,125k - 150k
394466,2368.6201170000004,4.32,7.6,125k - 150k
394475,2368.6201170000004,4.32,7.6,125k - 150k
394735,2368.6201170000004,4.32,7.6,125k - 150k
394775,2368.6201170000004,4.32,7.6,125k - 150k
394492,2368.6201170000004,4.32,7.6,150k - 175k
394705,2368.6201170000004,4.32,7.6,125k - 150k
395059,2368.6201170000004,4.32,7.6,500k - 550k
394355,2368.6201170000004,4.32,7.6,175k - 200k
395194,2368.6201170000004,4.32,7.6,225k - 250k
394902,2368.6201170000004,4.32,7.6,150k - 175k
395005,2368.6201170000004,4.32,7.6,200k - 225k
394862,2368.6201170000004,4.32,7.6,175k - 200k
394714,2368.6201170000004,4.32,7.6,150k - 175k
394849,2368.6201170000004,4.32,7.6,125k - 150k
394935,2368.6201170000004,4.32,7.6,125k - 150k
394807,2368.6201170000004,4.32,7.6,125k - 150k
394669,2368.6201170000004,4.32,7.6,225k - 250k
395022,2368.6201170000004,4.32,7.6,175k - 200k
394910,2368.6201170000004,4.32,7.6,150k - 175k
394425,2368.6201170000004,4.32,7.6,125k - 150k
395012,2368.6201170000004,4.32,7.6,200k - 225k
394388,2368.6201170000004,4.32,7.6,150k - 175k
395053,2368.6201170000004,4.32,7.6,200k - 225k
395031,2368.6201170000004,4.32,7.6,125k - 150k
394640,2368.6201170000004,4.32,7.6,100k - 125k
395167,2368.6201170000004,4.32,7.6,150k - 175k
753924,2368.6201170000004,4.32,7.6,450k - 500k
395169,2368.6201170000004,4.32,7.6,125k - 150k
394619,2368.6201170000004,4.32,7.6,175k - 200k
395238,2368.6201170000004,4.32,7.6,200k - 225k
394415,2368.6201170000004,4.32,7.6,400k - 450
394312,2368.6201170000004,4.32,7.6,175k - 200k
394308,2368.6201170000004,4.32,7.6,175k - 200k
394938,2368.6201170000004,4.32,7.6,125k - 150k
394908,2368.6201170000004,4.32,7.6,200k - 225k
394357,2368.6201170000004,4.32,7.6,125k - 150k
394753,2368.6201170000004,4.32,7.6,125k - 150k
394653,2368.6201170000004,4.32,7.6,150k - 175k
394952,2368.6201170000004,4.32,7.6,400k - 450
394318,2368.6201170000004,4.32,7.6,175k - 200k
394561,2368.6201170000004,4.32,7.6,125k - 150k
394367,2368.6201170000004,4.32,7.6,150k - 175k
394521,2368.6201170000004,4.32,7.6,100k - 125k
394843,2368.6201170000004,4.32,7.6,100k - 125k
394486,2368.6201170000004,4.32,7.6,125k - 150k
394648,2368.6201170000004,4.32,7.6,125k - 150k
394304,2368.6201170000004,4.32,7.6,100k - 125k
753906,2368.6201170000004,4.32,7.6,150k - 175k
394798,2368.6201170000004,4.32,7.6,125k - 150k
395134,2368.6201170000004,4.32,7.6,175k - 200k
394457,2368.6201170000004,4.32,7.6,200k - 225k
395143,2368.6201170000004,4.32,7.6,100k - 125k
394484,2368.6201170000004,4.32,7.6,200k - 225k
395235,2368.6201170000004,4.32,7.6,125k - 150k
