RegionID,Stock_Market,Mortgage_Rate,Monthly_Supply_Of_Homes,Median_Price_Range
394492,3328.790039,3.4,4.4,125k - 150k
394705,3328.790039,3.4,4.4,125k - 150k
395059,3328.790039,3.4,4.4,650k - 700k
394355,3328.790039,3.4,4.4,200k - 225k
395194,3328.790039,3.4,4.4,200k - 225k
394902,3328.790039,3.4,4.4,175k - 200k
395005,3328.790039,3.4,4.4,175k - 200k
394862,3328.790039,3.4,4.4,150k - 175k
394714,3328.790039,3.4,4.4,175k - 200k
394849,3328.790039,3.4,4.4,125k - 150k
394935,3328.790039,3.4,4.4,125k - 150k
394807,3328.790039,3.4,4.4,125k - 150k
394669,3328.790039,3.4,4.4,200k - 225k
395022,3328.790039,3.4,4.4,200k - 225k
394910,3328.790039,3.4,4.4,150k - 175k
394425,3328.790039,3.4,4.4,100k - 125k
395012,3328.790039,3.4,4.4,175k - 200k
394388,3328.790039,3.4,4.4,175k - 200k
395053,3328.790039,3.4,4.4,200k - 225k
395031,3328.790039,3.4,4.4,125k - 150k
394640,3328.790039,3.4,4.4,125k - 150k
395167,3328.790039,3.4,4.4,150k - 175k
753924,3328.790039,3.4,4.4,450k - 500k
395169,3328.790039,3.4,4.4,125k - 150k
394619,3328.790039,3.4,4.4,175k - 200k
395238,3328.790039,3.4,4.4,200k - 225k
394415,3328.790039,3.4,4.4,350k - 400k
394312,3328.790039,3.4,4.4,150k - 175k
394308,3328.790039,3.4,4.4,150k - 175k
394938,3328.790039,3.4,4.4,125k - 150k
394908,3328.790039,3.4,4.4,200k - 225k
394357,3328.790039,3.4,4.4,150k - 175k
394753,3328.790039,3.4,4.4,125k - 150k
394653,3328.790039,3.4,4.4,125k - 150k
394952,3328.790039,3.4,4.4,400k - 450
394318,3328.790039,3.4,4.4,150k - 175k
394561,3328.790039,3.4,4.4,125k - 150k
394367,3328.790039,3.4,4.4,175k - 200k
394521,3328.790039,3.4,4.4,100k - 125k
394843,3328.790039,3.4,4.4,100k - 125k
394486,3328.790039,3.4,4.4,125k - 150k
394648,3328.790039,3.4,4.4,125k - 150k
394304,3328.790039,3.4,4.4,100k - 125k
753906,3328.790039,3.4,4.4,175k - 200k
394798,3328.790039,3.4,4.4,150k - 175k
395134,3328.790039,3.4,4.4,200k - 225k
394457,3328.790039,3.4,4.4,200k - 225k
395143,3328.790039,3.4,4.4,125k - 150k
394484,3328.790039,3.4,4.4,200k - 225k
395235,3328.790039,3.4,4.4,125k - 150k
395224,3328.790039,3.4,4.4,125k - 150k
395115,3328.790039,3.4,4.4,175k - 200k
394440,3328.790039,3.4,4.4,150k - 175k
394399,3328.790039,3.4,4.4,150k - 175k
395160,3328.790039,3.4,4.4,75k - 100k
394816,3328.790039,3.4,4.4,175k - 200k
394766,3328.790039,3.4,4.4,100k - 125k
394931,3328.790039,3.4,4.4,175k - 200k
394528,3328.790039,3.4,4.4,100k - 125k
394531,3328.790039,3.4,4.4,150k - 175k
394711,3328.790039,3.4,4.4,125k - 150k
394352,3328.790039,3.4,4.4,125k - 150k
394666,3328.790039,3.4,4.4,150k - 175k
395006,3328.790039,3.4,4.4,175k - 200k
394549,3328.790039,3.4,4.4,175k - 200k
394995,3328.790039,3.4,4.4,125k - 150k
395183,3328.790039,3.4,4.4,225k - 250k
394746,3328.790039,3.4,4.4,100k - 125k
395048,3328.790039,3.4,4.4,150k - 175k
394927,3328.790039,3.4,4.4,100k - 125k
394602,3328.790039,3.4,4.4,225k - 250k
394405,3328.790039,3.4,4.4,300k - 350k
394471,3328.790039,3.4,4.4,125k - 150k
394645,3328.790039,3.4,4.4,200k - 225k
394813,3328.790039,3.4,4.4,75k - 100k
394346,3328.790039,3.4,4.4,125k - 150k
394623,3328.790039,3.4,4.4,125k - 150k
395246,3328.790039,3.4,4.4,150k - 175k
395009,3328.790039,3.4,4.4,125k - 150k
395007,3328.790039,3.4,4.4,125k - 150k
395094,3328.790039,3.4,4.4,100k - 125k
394546,3328.790039,3.4,4.4,150k - 175k
395166,3328.790039,3.4,4.4,300k - 350k
395153,3328.790039,3.4,4.4,200k - 225k
394586,3328.790039,3.4,4.4,150k - 175k
394309,3328.790039,3.4,4.4,100k - 125k
394742,3328.790039,3.4,4.4,175k - 200k
395091,3328.790039,3.4,4.4,100k - 125k
395230,3328.790039,3.4,4.4,75k - 100k
394913,3455.9099119999996,3.81,4.6,350k - 400k
753899,3455.9099119999996,3.81,4.6,450k - 500k
394463,3455.9099119999996,3.81,4.6,175k - 200k
394514,3455.9099119999996,3.81,4.6,175k - 200k
394974,3455.9099119999996,3.81,4.6,200k - 225k
394692,3455.9099119999996,3.81,4.6,175k - 200k
395209,3455.9099119999996,3.81,4.6,350k - 400k
394856,3455.9099119999996,3.81,4.6,175k - 200k
394347,3455.9099119999996,3.81,4.6,175k - 200k
394404,3455.9099119999996,3.81,4.6,350k - 400k
395057,3455.9099119999996,3.81,4.6,550k - 600k
394532,3455.9099119999996,3.81,4.6,125k - 150k
395025,3455.9099119999996,3.81,4.6,225k - 250k
394976,3455.9099119999996,3.81,4.6,175k - 200k
395078,3455.9099119999996,3.81,4.6,300k - 350k
394865,3455.9099119999996,3.81,4.6,175k - 200k
395056,3455.9099119999996,3.81,4.6,400k - 450
395121,3455.9099119999996,3.81,4.6,150k - 175k
395148,3455.9099119999996,3.81,4.6,125k - 150k
394358,3455.9099119999996,3.81,4.6,250k - 275k
394530,3455.9099119999996,3.81,4.6,250k - 275k
394982,3455.9099119999996,3.81,4.6,125k - 150k
394998,3455.9099119999996,3.81,4.6,250k - 275k
394458,3455.9099119999996,3.81,4.6,175k - 200k
395045,3455.9099119999996,3.81,4.6,250k - 275k
395055,3455.9099119999996,3.81,4.6,150k - 175k
394943,3455.9099119999996,3.81,4.6,150k - 175k
394466,3455.9099119999996,3.81,4.6,150k - 175k
394475,3455.9099119999996,3.81,4.6,125k - 150k
394735,3455.9099119999996,3.81,4.6,150k - 175k
394775,3455.9099119999996,3.81,4.6,150k - 175k
394492,3455.9099119999996,3.81,4.6,150k - 175k
394705,3455.9099119999996,3.81,4.6,125k - 150k
395059,3455.9099119999996,3.81,4.6,650k - 700k
394355,3455.9099119999996,3.81,4.6,225k - 250k
395194,3455.9099119999996,3.81,4.6,200k - 225k
394902,3455.9099119999996,3.81,4.6,175k - 200k
395005,3455.9099119999996,3.81,4.6,200k - 225k
394862,3455.9099119999996,3.81,4.6,150k - 175k
394714,3455.9099119999996,3.81,4.6,175k - 200k
394849,3455.9099119999996,3.81,4.6,125k - 150k
394935,3455.9099119999996,3.81,4.6,125k - 150k
394807,3455.9099119999996,3.81,4.6,125k - 150k
394669,3455.9099119999996,3.81,4.6,200k - 225k
395022,3455.9099119999996,3.81,4.6,200k - 225k
394910,3455.9099119999996,3.81,4.6,150k - 175k
394425,3455.9099119999996,3.81,4.6,125k - 150k
395012,3455.9099119999996,3.81,4.6,200k - 225k
394388,3455.9099119999996,3.81,4.6,200k - 225k
395053,3455.9099119999996,3.81,4.6,225k - 250k
395031,3455.9099119999996,3.81,4.6,125k - 150k
394640,3455.9099119999996,3.81,4.6,125k - 150k
395167,3455.9099119999996,3.81,4.6,150k - 175k
753924,3455.9099119999996,3.81,4.6,400k - 450
395169,3455.9099119999996,3.81,4.6,125k - 150k
394619,3455.9099119999996,3.81,4.6,175k - 200k
395238,3455.9099119999996,3.81,4.6,200k - 225k
394415,3455.9099119999996,3.81,4.6,400k - 450
394312,3455.9099119999996,3.81,4.6,150k - 175k
394308,3455.9099119999996,3.81,4.6,150k - 175k
394938,3455.9099119999996,3.81,4.6,125k - 150k
394908,3455.9099119999996,3.81,4.6,200k - 225k
394357,3455.9099119999996,3.81,4.6,150k - 175k
394753,3455.9099119999996,3.81,4.6,125k - 150k
394653,3455.9099119999996,3.81,4.6,150k - 175k
394952,3455.9099119999996,3.81,4.6,400k - 450
394318,3455.9099119999996,3.81,4.6,150k - 175k
394561,3455.9099119999996,3.81,4.6,125k - 150k
394367,3455.9099119999996,3.81,4.6,175k - 200k
394521,3455.9099119999996,3.81,4.6,100k - 125k
394843,3455.9099119999996,3.81,4.6,100k - 125k
394486,3455.9099119999996,3.81,4.6,150k - 175k
394648,3455.9099119999996,3.81,4.6,125k - 150k
394304,3455.9099119999996,3.81,4.6,125k - 150k
753906,3455.9099119999996,3.81,4.6,175k - 200k
394798,3455.9099119999996,3.81,4.6,150k - 175k
395134,3455.9099119999996,3.81,4.6,200k - 225k
394457,3455.9099119999996,3.81,4.6,200k - 225k
395143,3455.9099119999996,3.81,4.6,100k - 125k
394484,3455.9099119999996,3.81,4.6,200k - 225k
395235,3455.9099119999996,3.81,4.6,125k - 150k
395224,3455.9099119999996,3.81,4.6,125k - 150k
395115,3455.9099119999996,3.81,4.6,175k - 200k
394440,3455.9099119999996,3.81,4.6,150k - 175k
394399,3455.9099119999996,3.81,4.6,150k - 175k
395160,3455.9099119999996,3.81,4.6,100k - 125k
394816,3455.9099119999996,3.81,4.6,175k - 200k
394766,3455.9099119999996,3.81,4.6,125k - 150k
394931,3455.9099119999996,3.81,4.6,175k - 200k
394528,3455.9099119999996,3.81,4.6,125k - 150k
394531,3455.9099119999996,3.81,4.6,150k - 175k
394711,3455.9099119999996,3.81,4.6,150k - 175k
394352,3455.9099119999996,3.81,4.6,125k - 150k
394666,3455.9099119999996,3.81,4.6,150k - 175k
395006,3455.9099119999996,3.81,4.6,200k - 225k
394549,3455.9099119999996,3.81,4.6,200k - 225k
394995,3455.9099119999996,3.81,4.6,125k - 150k
395183,3455.9099119999996,3.81,4.6,250k - 275k
394746,3455.9099119999996,3.81,4.6,125k - 150k
395048,3455.9099119999996,3.81,4.6,150k - 175k
394927,3455.9099119999996,3.81,4.6,75k - 100k
394602,3455.9099119999996,3.81,4.6,225k - 250k
394405,3455.9099119999996,3.81,4.6,300k - 350k
394471,3455.9099119999996,3.81,4.6,125k - 150k
394645,3455.9099119999996,3.81,4.6,200k - 225k
394813,3455.9099119999996,3.81,4.6,125k - 150k
394346,3455.9099119999996,3.81,4.6,150k - 175k
394623,3455.9099119999996,3.81,4.6,150k - 175k
395246,3455.9099119999996,3.81,4.6,175k - 200k
395009,3455.9099119999996,3.81,4.6,125k - 150k
395007,3455.9099119999996,3.81,4.6,125k - 150k
395094,3455.9099119999996,3.81,4.6,100k - 125k
394546,3455.9099119999996,3.81,4.6,150k - 175k
395166,3455.9099119999996,3.81,4.6,300k - 350k
395153,3455.9099119999996,3.81,4.6,225k - 250k
394586,3455.9099119999996,3.81,4.6,150k - 175k
394309,3455.9099119999996,3.81,4.6,100k - 125k
394742,3455.9099119999996,3.81,4.6,150k - 175k
395091,3455.9099119999996,3.81,4.6,100k - 125k
395230,3455.9099119999996,3.81,4.6,100k - 125k
394913,3403.25,4.46,4.1,350k - 400k
753899,3403.25,4.46,4.1,450k - 500k
394463,3403.25,4.46,4.1,200k - 225k
394514,3403.25,4.46,4.1,175k - 200k
394974,3403.25,4.46,4.1,225k - 250k
394692,3403.25,4.46,4.1,175k - 200k
395209,3403.25,4.46,4.1,350k - 400k
394856,3403.25,4.46,4.1,200k - 225k
394347,3403.25,4.46,4.1,175k - 200k
394404,3403.25,4.46,4.1,350k - 400k
395057,3403.25,4.46,4.1,550k - 600k
394532,3403.25,4.46,4.1,125k - 150k
395025,3403.25,4.46,4.1,250k - 275k
394976,3403.25,4.46,4.1,175k - 200k
395078,3403.25,4.46,4.1,300k - 350k
394865,3403.25,4.46,4.1,200k - 225k
395056,3403.25,4.46,4.1,400k - 450
395121,3403.25,4.46,4.1,150k - 175k
395148,3403.25,4.46,4.1,150k - 175k
394358,3403.25,4.46,4.1,250k - 275k
394530,3403.25,4.46,4.1,275k - 300k
394982,3403.25,4.46,4.1,150k - 175k
394998,3403.25,4.46,4.1,250k - 275k
394458,3403.25,4.46,4.1,175k - 200k
395045,3403.25,4.46,4.1,275k - 300k
395055,3403.25,4.46,4.1,175k - 200k
394943,3403.25,4.46,4.1,150k - 175k
394466,3403.25,4.46,4.1,150k - 175k
394475,3403.25,4.46,4.1,125k - 150k
394735,3403.25,4.46,4.1,150k - 175k
394775,3403.25,4.46,4.1,175k - 200k
394492,3403.25,4.46,4.1,150k - 175k
394705,3403.25,4.46,4.1,125k - 150k
395059,3403.25,4.46,4.1,650k - 700k
394355,3403.25,4.46,4.1,225k - 250k
395194,3403.25,4.46,4.1,225k - 250k
394902,3403.25,4.46,4.1,175k - 200k
395005,3403.25,4.46,4.1,225k - 250k
394862,3403.25,4.46,4.1,175k - 200k
394714,3403.25,4.46,4.1,175k - 200k
394849,3403.25,4.46,4.1,150k - 175k
394935,3403.25,4.46,4.1,125k - 150k
394807,3403.25,4.46,4.1,150k - 175k
394669,3403.25,4.46,4.1,225k - 250k
395022,3403.25,4.46,4.1,200k - 225k
394910,3403.25,4.46,4.1,175k - 200k
394425,3403.25,4.46,4.1,125k - 150k
395012,3403.25,4.46,4.1,200k - 225k
394388,3403.25,4.46,4.1,200k - 225k
395053,3403.25,4.46,4.1,225k - 250k
395031,3403.25,4.46,4.1,125k - 150k
394640,3403.25,4.46,4.1,125k - 150k
395167,3403.25,4.46,4.1,150k - 175k
753924,3403.25,4.46,4.1,450k - 500k
395169,3403.25,4.46,4.1,125k - 150k
394619,3403.25,4.46,4.1,175k - 200k
395238,3403.25,4.46,4.1,225k - 250k
394415,3403.25,4.46,4.1,450k - 500k
394312,3403.25,4.46,4.1,150k - 175k
394308,3403.25,4.46,4.1,175k - 200k
394938,3403.25,4.46,4.1,150k - 175k
394908,3403.25,4.46,4.1,200k - 225k
394357,3403.25,4.46,4.1,175k - 200k
394753,3403.25,4.46,4.1,125k - 150k
394653,3403.25,4.46,4.1,150k - 175k
394952,3403.25,4.46,4.1,450k - 500k
394318,3403.25,4.46,4.1,175k - 200k
394561,3403.25,4.46,4.1,125k - 150k
394367,3403.25,4.46,4.1,175k - 200k
394521,3403.25,4.46,4.1,125k - 150k
394843,3403.25,4.46,4.1,100k - 125k
394486,3403.25,4.46,4.1,150k - 175k
394648,3403.25,4.46,4.1,125k - 150k
394304,3403.25,4.46,4.1,125k - 150k
753906,3403.25,4.46,4.1,200k - 225k
394798,3403.25,4.46,4.1,175k - 200k
395134,3403.25,4.46,4.1,200k - 225k
394457,3403.25,4.46,4.1,225k - 250k
395143,3403.25,4.46,4.1,125k - 150k
394484,3403.25,4.46,4.1,225k - 250k
395235,3403.25,4.46,4.1,125k - 150k
395224,3403.25,4.46,4.1,125k - 150k
395115,3403.25,4.46,4.1,175k - 200k
394440,3403.25,4.46,4.1,175k - 200k
394399,3403.25,4.46,4.1,175k - 200k
395160,3403.25,4.46,4.1,100k - 125k
394816,3403.25,4.46,4.1,200k - 225k
394766,3403.25,4.46,4.1,100k - 125k
394931,3403.25,4.46,4.1,175k - 200k
394528,3403.25,4.46,4.1,125k - 150k
394531,3403.25,4.46,4.1,150k - 175k
394711,3403.25,4.46,4.1,150k - 175k
394352,3403.25,4.46,4.1,125k - 150k
394666,3403.25,4.46,4.1,150k - 175k
395006,3403.25,4.46,4.1,200k - 225k
394549,3403.25,4.46,4.1,200k - 225k
394995,3403.25,4.46,4.1,125k - 150k
395183,3403.25,4.46,4.1,250k - 275k
394746,3403.25,4.46,4.1,125k - 150k
395048,3403.25,4.46,4.1,150k - 175k
394927,3403.25,4.46,4.1,100k - 125k
394602,3403.25,4.46,4.1,225k - 250k
394405,3403.25,4.46,4.1,350k - 400k
394471,3403.25,4.46,4.1,150k - 175k
394645,3403.25,4.46,4.1,200k - 225k
394813,3403.25,4.46,4.1,100k - 125k
394346,3403.25,4.46,4.1,150k - 175k
394623,3403.25,4.46,4.1,150k - 175k
395246,3403.25,4.46,4.1,175k - 200k
395009,3403.25,4.46,4.1,125k - 150k
395007,3403.25,4.46,4.1,125k - 150k
395094,3403.25,4.46,4.1,100k - 125k
394546,3403.25,4.46,4.1,150k - 175k
395166,3403.25,4.46,4.1,275k - 300k
395153,3403.25,4.46,4.1,225k - 250k
394586,3403.25,4.46,4.1,150k - 175k
394309,3403.25,4.46,4.1,100k - 125k
394742,3403.25,4.46,4.1,150k - 175k
395091,3403.25,4.46,4.1,100k - 125k
395230,3403.25,4.46,4.1,75k - 100k
394913,3626.3701170000004,4.31,5.5,350k - 400k
753899,3626.3701170000004,4.31,5.5,450k - 500k
394463,3626.3701170000004,4.31,5.5,200k - 225k
394514,3626.3701170000004,4.31,5.5,175k - 200k
394974,3626.3701170000004,4.31,5.5,225k - 250k
394692,3626.3701170000004,4.31,5.5,175k - 200k
395209,3626.3701170000004,4.31,5.5,350k - 400k
394856,3626.3701170000004,4.31,5.5,200k - 225k
394347,3626.3701170000004,4.31,5.5,175k - 200k
394404,3626.3701170000004,4.31,5.5,350k - 400k
395057,3626.3701170000004,4.31,5.5,550k - 600k
394532,3626.3701170000004,4.31,5.5,125k - 150k
395025,3626.3701170000004,4.31,5.5,250k - 275k
394976,3626.3701170000004,4.31,5.5,175k - 200k
395078,3626.3701170000004,4.31,5.5,300k - 350k
394865,3626.3701170000004,4.31,5.5,200k - 225k
395056,3626.3701170000004,4.31,5.5,400k - 450
395121,3626.3701170000004,4.31,5.5,150k - 175k
395148,3626.3701170000004,4.31,5.5,150k - 175k
394358,3626.3701170000004,4.31,5.5,275k - 300k
394530,3626.3701170000004,4.31,5.5,275k - 300k
394982,3626.3701170000004,4.31,5.5,125k - 150k
394998,3626.3701170000004,4.31,5.5,250k - 275k
394458,3626.3701170000004,4.31,5.5,175k - 200k
395045,3626.3701170000004,4.31,5.5,275k - 300k
395055,3626.3701170000004,4.31,5.5,175k - 200k
394943,3626.3701170000004,4.31,5.5,175k - 200k
394466,3626.3701170000004,4.31,5.5,150k - 175k
394475,3626.3701170000004,4.31,5.5,125k - 150k
394735,3626.3701170000004,4.31,5.5,150k - 175k
394775,3626.3701170000004,4.31,5.5,175k - 200k
394492,3626.3701170000004,4.31,5.5,150k - 175k
394705,3626.3701170000004,4.31,5.5,125k - 150k
395059,3626.3701170000004,4.31,5.5,650k - 700k
394355,3626.3701170000004,4.31,5.5,225k - 250k
395194,3626.3701170000004,4.31,5.5,225k - 250k
394902,3626.3701170000004,4.31,5.5,175k - 200k
395005,3626.3701170000004,4.31,5.5,200k - 225k
394862,3626.3701170000004,4.31,5.5,175k - 200k
394714,3626.3701170000004,4.31,5.5,175k - 200k
394849,3626.3701170000004,4.31,5.5,150k - 175k
394935,3626.3701170000004,4.31,5.5,150k - 175k
394807,3626.3701170000004,4.31,5.5,150k - 175k
394669,3626.3701170000004,4.31,5.5,225k - 250k
395022,3626.3701170000004,4.31,5.5,200k - 225k
394910,3626.3701170000004,4.31,5.5,175k - 200k
394425,3626.3701170000004,4.31,5.5,125k - 150k
395012,3626.3701170000004,4.31,5.5,200k - 225k
394388,3626.3701170000004,4.31,5.5,200k - 225k
395053,3626.3701170000004,4.31,5.5,225k - 250k
395031,3626.3701170000004,4.31,5.5,125k - 150k
394640,3626.3701170000004,4.31,5.5,125k - 150k
395167,3626.3701170000004,4.31,5.5,150k - 175k
753924,3626.3701170000004,4.31,5.5,400k - 450
395169,3626.3701170000004,4.31,5.5,125k - 150k
394619,3626.3701170000004,4.31,5.5,200k - 225k
395238,3626.3701170000004,4.31,5.5,225k - 250k
394415,3626.3701170000004,4.31,5.5,450k - 500k
394312,3626.3701170000004,4.31,5.5,150k - 175k
394308,3626.3701170000004,4.31,5.5,175k - 200k
394938,3626.3701170000004,4.31,5.5,150k - 175k
394908,3626.3701170000004,4.31,5.5,225k - 250k
394357,3626.3701170000004,4.31,5.5,175k - 200k
394753,3626.3701170000004,4.31,5.5,125k - 150k
394653,3626.3701170000004,4.31,5.5,150k - 175k
394952,3626.3701170000004,4.31,5.5,450k - 500k
394318,3626.3701170000004,4.31,5.5,175k - 200k
394561,3626.3701170000004,4.31,5.5,125k - 150k
394367,3626.3701170000004,4.31,5.5,175k - 200k
394521,3626.3701170000004,4.31,5.5,125k - 150k
394843,3626.3701170000004,4.31,5.5,100k - 125k
394486,3626.3701170000004,4.31,5.5,150k - 175k
394648,3626.3701170000004,4.31,5.5,125k - 150k
394304,3626.3701170000004,4.31,5.5,125k - 150k
753906,3626.3701170000004,4.31,5.5,200k - 225k
394798,3626.3701170000004,4.31,5.5,175k - 200k
395134,3626.3701170000004,4.31,5.5,225k - 250k
394457,3626.3701170000004,4.31,5.5,200k - 225k
395143,3626.3701170000004,4.31,5.5,125k - 150k
394484,3626.3701170000004,4.31,5.5,225k - 250k
395235,3626.3701170000004,4.31,5.5,125k - 150k
395224,3626.3701170000004,4.31,5.5,100k - 125k
395115,3626.3701170000004,4.31,5.5,200k - 225k
394440,3626.3701170000004,4.31,5.5,150k - 175k
394399,3626.3701170000004,4.31,5.5,150k - 175k
395160,3626.3701170000004,4.31,5.5,100k - 125k
394816,3626.3701170000004,4.31,5.5,200k - 225k
394766,3626.3701170000004,4.31,5.5,100k - 125k
394931,3626.3701170000004,4.31,5.5,175k - 200k
394528,3626.3701170000004,4.31,5.5,125k - 150k
394531,3626.3701170000004,4.31,5.5,150k - 175k
394711,3626.3701170000004,4.31,5.5,150k - 175k
394352,3626.3701170000004,4.31,5.5,150k - 175k
394666,3626.3701170000004,4.31,5.5,150k - 175k
395006,3626.3701170000004,4.31,5.5,200k - 225k
394549,3626.3701170000004,4.31,5.5,200k - 225k
394995,3626.3701170000004,4.31,5.5,125k - 150k
395183,3626.3701170000004,4.31,5.5,250k - 275k
394746,3626.3701170000004,4.31,5.5,125k - 150k
395048,3626.3701170000004,4.31,5.5,175k - 200k
394927,3626.3701170000004,4.31,5.5,100k - 125k
394602,3626.3701170000004,4.31,5.5,225k - 250k
394405,3626.3701170000004,4.31,5.5,300k - 350k
394471,3626.3701170000004,4.31,5.5,150k - 175k
394645,3626.3701170000004,4.31,5.5,200k - 225k
394813,3626.3701170000004,4.31,5.5,100k - 125k
394346,3626.3701170000004,4.31,5.5,150k - 175k
394623,3626.3701170000004,4.31,5.5,150k - 175k
395246,3626.3701170000004,4.31,5.5,175k - 200k
395009,3626.3701170000004,4.31,5.5,125k - 150k
395007,3626.3701170000004,4.31,5.5,125k - 150k
395094,3626.3701170000004,4.31,5.5,125k - 150k
394546,3626.3701170000004,4.31,5.5,150k - 175k
395166,3626.3701170000004,4.31,5.5,300k - 350k
395153,3626.3701170000004,4.31,5.5,225k - 250k
394586,3626.3701170000004,4.31,5.5,175k - 200k
394309,3626.3701170000004,4.31,5.5,100k - 125k
394742,3626.3701170000004,4.31,5.5,200k - 225k
395091,3626.3701170000004,4.31,5.5,75k - 100k
395230,3626.3701170000004,4.31,5.5,75k - 100k
394913,3589.8701170000004,4.51,5.5,350k - 400k
753899,3589.8701170000004,4.51,5.5,450k - 500k
394463,3589.8701170000004,4.51,5.5,200k - 225k
394514,3589.8701170000004,4.51,5.5,175k - 200k
394974,3589.8701170000004,4.51,5.5,225k - 250k
394692,3589.8701170000004,4.51,5.5,175k - 200k
395209,3589.8701170000004,4.51,5.5,350k - 400k
394856,3589.8701170000004,4.51,5.5,200k - 225k
394347,3589.8701170000004,4.51,5.5,175k - 200k
394404,3589.8701170000004,4.51,5.5,350k - 400k
395057,3589.8701170000004,4.51,5.5,550k - 600k
394532,3589.8701170000004,4.51,5.5,125k - 150k
395025,3589.8701170000004,4.51,5.5,250k - 275k
394976,3589.8701170000004,4.51,5.5,175k - 200k
395078,3589.8701170000004,4.51,5.5,300k - 350k
394865,3589.8701170000004,4.51,5.5,200k - 225k
395056,3589.8701170000004,4.51,5.5,400k - 450
395121,3589.8701170000004,4.51,5.5,150k - 175k
395148,3589.8701170000004,4.51,5.5,150k - 175k
394358,3589.8701170000004,4.51,5.5,275k - 300k
394530,3589.8701170000004,4.51,5.5,250k - 275k
394982,3589.8701170000004,4.51,5.5,125k - 150k
394998,3589.8701170000004,4.51,5.5,250k - 275k
394458,3589.8701170000004,4.51,5.5,175k - 200k
395045,3589.8701170000004,4.51,5.5,275k - 300k
395055,3589.8701170000004,4.51,5.5,175k - 200k
394943,3589.8701170000004,4.51,5.5,175k - 200k
394466,3589.8701170000004,4.51,5.5,150k - 175k
394475,3589.8701170000004,4.51,5.5,125k - 150k
394735,3589.8701170000004,4.51,5.5,150k - 175k
394775,3589.8701170000004,4.51,5.5,175k - 200k
394492,3589.8701170000004,4.51,5.5,150k - 175k
394705,3589.8701170000004,4.51,5.5,125k - 150k
395059,3589.8701170000004,4.51,5.5,650k - 700k
394355,3589.8701170000004,4.51,5.5,200k - 225k
395194,3589.8701170000004,4.51,5.5,225k - 250k
394902,3589.8701170000004,4.51,5.5,175k - 200k
395005,3589.8701170000004,4.51,5.5,225k - 250k
394862,3589.8701170000004,4.51,5.5,175k - 200k
394714,3589.8701170000004,4.51,5.5,175k - 200k
394849,3589.8701170000004,4.51,5.5,150k - 175k
394935,3589.8701170000004,4.51,5.5,125k - 150k
394807,3589.8701170000004,4.51,5.5,125k - 150k
394669,3589.8701170000004,4.51,5.5,225k - 250k
395022,3589.8701170000004,4.51,5.5,200k - 225k
394910,3589.8701170000004,4.51,5.5,150k - 175k
394425,3589.8701170000004,4.51,5.5,125k - 150k
395012,3589.8701170000004,4.51,5.5,200k - 225k
394388,3589.8701170000004,4.51,5.5,175k - 200k
395053,3589.8701170000004,4.51,5.5,225k - 250k
395031,3589.8701170000004,4.51,5.5,125k - 150k
394640,3589.8701170000004,4.51,5.5,125k - 150k
395167,3589.8701170000004,4.51,5.5,150k - 175k
753924,3589.8701170000004,4.51,5.5,450k - 500k
395169,3589.8701170000004,4.51,5.5,125k - 150k
394619,3589.8701170000004,4.51,5.5,200k - 225k
395238,3589.8701170000004,4.51,5.5,225k - 250k
394415,3589.8701170000004,4.51,5.5,400k - 450
394312,3589.8701170000004,4.51,5.5,175k - 200k
394308,3589.8701170000004,4.51,5.5,175k - 200k
394938,3589.8701170000004,4.51,5.5,150k - 175k
394908,3589.8701170000004,4.51,5.5,225k - 250k
394357,3589.8701170000004,4.51,5.5,175k - 200k
394753,3589.8701170000004,4.51,5.5,125k - 150k
394653,3589.8701170000004,4.51,5.5,150k - 175k
394952,3589.8701170000004,4.51,5.5,450k - 500k
394318,3589.8701170000004,4.51,5.5,175k - 200k
394561,3589.8701170000004,4.51,5.5,125k - 150k
394367,3589.8701170000004,4.51,5.5,175k - 200k
394521,3589.8701170000004,4.51,5.5,125k - 150k
394843,3589.8701170000004,4.51,5.5,100k - 125k
394486,3589.8701170000004,4.51,5.5,150k - 175k
394648,3589.8701170000004,4.51,5.5,125k - 150k
394304,3589.8701170000004,4.51,5.5,125k - 150k
753906,3589.8701170000004,4.51,5.5,175k - 200k
394798,3589.8701170000004,4.51,5.5,175k - 200k
395134,3589.8701170000004,4.51,5.5,225k - 250k
394457,3589.8701170000004,4.51,5.5,200k - 225k
395143,3589.8701170000004,4.51,5.5,125k - 150k
394484,3589.8701170000004,4.51,5.5,225k - 250k
395235,3589.8701170000004,4.51,5.5,125k - 150k
395224,3589.8701170000004,4.51,5.5,125k - 150k
395115,3589.8701170000004,4.51,5.5,175k - 200k
394440,3589.8701170000004,4.51,5.5,150k - 175k
394399,3589.8701170000004,4.51,5.5,150k - 175k
395160,3589.8701170000004,4.51,5.5,100k - 125k
394816,3589.8701170000004,4.51,5.5,200k - 225k
394766,3589.8701170000004,4.51,5.5,125k - 150k
394931,3589.8701170000004,4.51,5.5,175k - 200k
394528,3589.8701170000004,4.51,5.5,125k - 150k
394531,3589.8701170000004,4.51,5.5,150k - 175k
394711,3589.8701170000004,4.51,5.5,150k - 175k
394352,3589.8701170000004,4.51,5.5,125k - 150k
394666,3589.8701170000004,4.51,5.5,150k - 175k
395006,3589.8701170000004,4.51,5.5,200k - 225k
